,id,comment,author,likecount,publishedAt
509,Ugxyh2FBRzc2-nH4ktZ4AaABAg,"잇섭님 제가 컴알못 산업디자인과 들어가는데 4,5년 정도 쓸려하고 라이노 처럼 3d프로그램 돌아가는 노트북 사고싶은데 혹시 200밑으로 있을지 추천해주실수있으실까요..???부탁드립니다ㅠㅠ",기디,0,2020-01-16T12:55:16.000Z
510,UgxMDuEnC5QC3M3rGKh4AaABAg,7:39 I like this,이준,1,2020-01-16T12:55:02.000Z
511,UgykUTBZ2KdImoihF7Z4AaABAg,FLEX하는데 돈을다 썼어 노트북 하나에 200 을 줬어 잇에듀케이티드키듴ㅋㅋ,wv wv,0,2020-01-16T12:54:49.000Z
512,UgwW9Ek0prJc_0UqpmV4AaABAg,그래도 아직 맥북 스피커 따라갈려면 한참 멀었네 ㄷㄷ,아니시에이팅,11,2020-01-16T12:54:17.000Z
513,Ugw4N4_UWSPt0OY1_qx4AaABAg,"잇섭형고마워! 리뷰해준다더니 진짜해줬네
이제 flex하러갈게 고마워 형!",지승우,0,2020-01-16T12:53:46.000Z
514,UgwtBuiBr_QnyvxufsV4AaABAg,섭이형 사랑해♡♡ 항상 영상잘보고있구 고마워,Min Sang,0,2020-01-16T12:53:36.000Z
515,UgxpNDOVvTP04-Xx_Rh4AaABAg,저는 시계 재고없어서 못사는중..,leehs517,0,2020-01-16T12:53:14.000Z
516,UgyFFJ2nyfNBhNZyJYl4AaABAg,119 언에듀 벌스 구독자 119만.. 노린건가,이수성,0,2020-01-16T12:53:02.000Z
517,UgxIgZ3Knc9YWsheXGh4AaABAg,언빡싱 칼이 안나와서 심심해 다음에는 언빡싱 칼로 해줘 형....,Jae Mr,0,2020-01-16T12:52:45.000Z
518,UgxFMFtsM_OKGi2TJlJ4AaABAg,"인터넷에서 구매하면 파우치가 안들어있다했은데???
왜들어있죠?? 저도 똑같은 사양으로 구매했는데.......",일개미 이조교.,0,2020-01-16T12:52:41.000Z
519,UgyseCtll1KPGWdJaop4AaABAg,"형 안쓰는 컴퓨터나 노트북 나한테 보내줘라 제발형'~~~~
(taaaaa0383@naver.com",재훈,0,2020-01-16T12:52:33.000Z
520,Ugz7voZ70bN6pm4BEPt4AaABAg,제네시스 gv80도 언박싱ㅆㄱㄴ??,석주원,0,2020-01-16T12:52:31.000Z
521,UgwoZC2E9_0hLtsYrG94AaABAg,저는대학생이지만 공과여서 필요없죠,LJ,0,2020-01-16T12:51:59.000Z
522,UgxTbxQT_keaX2b-aHJ4AaABAg,4:46 ''무게는 15인치인데'' 띠용??? 크흠,기럭이,0,2020-01-16T12:51:37.000Z
523,UgzOBrkk-RuIVcBEIeN4AaABAg,스피커 부분에선 이온이 킄,coolcat258,0,2020-01-16T12:51:22.000Z
524,Ugy1bR2AZn9eH-syRhZ4AaABAg,언에듀 ㅋㅋㅋㅋㅋㅋㅋ,위진건,0,2020-01-16T12:51:18.000Z
525,UgwH43aLgiDADzVl6gV4AaABAg,이건 QLCD인가요 QLED인가요,Jeongpil Shin,1,2020-01-16T12:51:16.000Z
526,Ugy7UnpbFl19GOTAd2B4AaABAg,그래봤자.맥북.이다.,Deleted User,0,2020-01-16T12:50:54.000Z
527,UgzC-Vf1zBiL6g2WIMV4AaABAg,삼성 갤럭시북 이온 했으니 flex flex 해볼까,장성민,0,2020-01-16T12:50:31.000Z
528,UgyEuBLBYxd_OZJATix4AaABAg,항상 잘 보고 있어요 저는 재수해야되서 1년뒤....ㅜㅜ,박세니,17,2020-01-16T12:50:29.000Z
529,UgxHyawURpXj0QdCMT94AaABAg,"8:11
저도 노트북 사용하면서 알게된건데 Samsung Settings에 들어가서 오디오에 들어가서 음향효과 설정에서 모드 바꾸면 소리가 더 좋아져요",이재영,8,2020-01-16T12:50:25.000Z
530,UgzProbTa5pby4iAIAV4AaABAg,무슨 중국꺼 가지고와서 qled라고 ;,jee eep,0,2020-01-16T12:50:23.000Z
531,Ugw2z5Br7lmX_H6M6Ll4AaABAg,스피커는 맥북 절대 못따라잡음 소리 풍성한거봐 ㄷㄷ,TWICE LOVE,0,2020-01-16T12:50:10.000Z
532,UgwJArqilPBdABnIp994AaABAg,형 나 똑같은 사양에 외장그래픽모델인데 성능 차이 엄청나. 노트북으로 롤 처음 실행했는데 디폴트값이 내장그래픽으로 설정되있어서 첫판 40~50프레임으로 겜하느라 암걸리는줄 알았어. 나중에 외장그래픽 키니까 190프레임 나오더라,moonsu park,0,2020-01-16T12:49:54.000Z
533,Ugz_ibMPSQ5e33e-mtF4AaABAg,아 ㅋㅋㅋㅋㅋㅋ스피커 테스트 비교 대상이 하필왜 맥북프로야 ㅋㅋㅋㅋㅋ양아치인가 ㅋㅋㅋㅋㅋㅋ,정우진,21,2020-01-16T12:49:44.000Z
534,UgxipU1x8EY6TO0AG-54AaABAg,2:27 삼성 컴퓨터 호갱 아니 고객님께 감사합니다,모바일마크최신버전공유TV,5,2020-01-16T12:49:40.000Z
535,UgyUpWtORtuWqGDJl3V4AaABAg,사운드는 이온도 괜찮은거 같은데 맥북이 진짜 넘사벽...,모구리,0,2020-01-16T12:49:40.000Z
536,UgzTVDto-2sm8bFx-nF4AaABAg,방금구독함 겔럭시 북 플렉스도 리뷰해주세요,won Rad,1,2020-01-16T12:49:33.000Z
537,UgxyeqgYgRd8vOKDFRp4AaABAg,잇섭님 리뷰기다리고 있었는데 감사합니다!!! 혹시 월페이퍼는 어디꺼 사용하시나요?,concertinattic다락방 콘서트,0,2020-01-16T12:49:15.000Z
538,UgxhGzunrqzNLsvZbuh4AaABAg,삼성전자가 공장 옮기면서 노트북은 중국에서만 생산되는걸로 알아요. 휴대폰은  베트남이고요,게임플라자,0,2020-01-16T12:49:09.000Z
539,UgwFKRu9yV0LU2FCnpZ4AaABAg,이영상을 들배운놈이 좋아합니다❤️,석주원,1,2020-01-16T12:49:06.000Z
540,UgznsmTy_aAOPvP_2OF4AaABAg,그램 아니면 그냥 가성비 외국 브랜드 사는게 진리~,일상여행,0,2020-01-16T12:48:49.000Z
541,UgyjjCy7kE-nALoB6T94AaABAg,인트로는 역시 잇섭,나다,0,2020-01-16T12:48:48.000Z
542,UgxZPlFB23id1E8D2_F4AaABAg,"잇섭님! ㅠ제가 갤럭시폰을 쓰는데 
에어팟을 살까요 버즈를 살까요?
좀 알려 주세요 잇섭님 사랑합니다!
제발좀 알려주세요ㅠㅠ",Park- J,2,2020-01-16T12:48:30.000Z
543,UgzSL9BAzNv69cEbQUx4AaABAg,잇섭님 qled이거 맬 끌레드라 읽었는데 큐엘이디라 읽으면 되나요..?,kid night,0,2020-01-16T12:47:56.000Z
544,UgxwRqYlXTFKiV_3ZtJ4AaABAg,6:02 이 화면 어떻게 들어가나요?,HYEON_hynn,2,2020-01-16T12:47:43.000Z
545,Ugx2mR49_v7VbIgmuLh4AaABAg,쓰고 있는데 쿨링이 많이 신경쓰입니다ㅠㅠㅠ 그리고 21시간 사용? 그렇게 적혀있던데 배터리 꽤 빨리 닳아서 당황,서이나,0,2020-01-16T12:47:33.000Z
546,UgwfaF8votAchn6JqJZ4AaABAg,갤럭시북 플렉스: 형 난 왜빠졌어 나 잊은거야? 실망이야,서태진,0,2020-01-16T12:47:15.000Z
547,UgzL86_1jXIjeL5lt9p4AaABAg,1월에 이온 2월에 그램 .... 플랙스는 3월에..?,김병수,0,2020-01-16T12:47:15.000Z
548,UgzS4HKWBCW7y39NKVt4AaABAg,이온 사고 싶ㅍ다...... ㅜㅠㅠ,ෆ ・ᴥ・,2,2020-01-16T12:47:00.000Z
549,Ugx-_F9DCJjLIjmQGI94AaABAg,"2:01 잇섭:제가 잘못 표기했습니다.
수정: 애플처럼",나무아미타불,1,2020-01-16T12:46:59.000Z
550,UgycT52HNNqrAN3uP654AaABAg,형 lg ppl받으면 삼성 버릴꺼지??,남주현,1,2020-01-16T12:46:59.000Z
551,UgxR25MSOCdVhTQxbwl4AaABAg,전 걍 asus 나 레노버 게이밍노트북 사고 제몸이 더 힘내렵니다...ㅎㅎ,장지죠,0,2020-01-16T12:46:56.000Z
552,UgyR-5NfxIbRDp4etXR4AaABAg,패널이 왜 boe....,이성준,0,2020-01-16T12:46:53.000Z
553,UgycyOj3Kzc5vBP-QzV4AaABAg,Hyeongnim neut oue shut sup ni da,오진혁,0,2020-01-16T12:46:50.000Z
554,UgyOWxeTkOHvj8n0sGN4AaABAg,"형 나는 FLEX으로 FLEX 했지 뭐얌....
나 흑우 아니제?",게임플라자,0,2020-01-16T12:46:21.000Z
555,Ugyvojn2T8M2A2eSu_94AaABAg,"내 경우인지는 모르겠는데
오른쪽 스피커에서 히스노이즈가 좀 남",III III,1,2020-01-16T12:46:11.000Z
556,UgxsXat5zsMJEkEhclx4AaABAg,이거 맥북 권장영상맞죠? ㅋㅋㅋ,금붕어참,0,2020-01-16T12:46:10.000Z
557,UgzuGCN83SueFXn6tfF4AaABAg,여러모로 밀리는거네.,나인수,0,2020-01-16T12:46:01.000Z
558,UgxgDeZ_h1t7Yct5EWZ4AaABAg,ㅋㅋㅋㅋㅋㅋ 언에듀ㅋㅋㅋㅋㅋㅋㅋㅋ,핑크명상.,1,2020-01-16T12:46:00.000Z
559,Ugz_TRZ4VEvnc3B5YP94AaABAg,샷건테스트 기대했는데.....,깅세,1,2020-01-16T12:45:50.000Z
560,Ugyzlb_vvR-TYezIY4t4AaABAg,키패드에 올려서 무선충전 뭔가 설정을 해야하나요?? 플렉스삿는데 무선충전이 안됫... 플랙스도 리뷰해주세요 개인적으로 매우 만족중입니다 ㅎㅎㅎ,그냥사람,0,2020-01-16T12:45:39.000Z
561,Ugzg8lwHsbaVtEuqSZF4AaABAg,형 k590갈축 리뷰해줘,j iralhane,0,2020-01-16T12:44:48.000Z
562,UgxmV5_VTjk7p5dBFMx4AaABAg,"인트로 보니... 형, 랩한번하는거 어뗘?",어린선비,0,2020-01-16T12:44:33.000Z
563,Ugxzh5mIDHYehDY1Zn94AaABAg,나무 가지마냥 이것저것 라인업 막만드네 진짜,John Clayton,0,2020-01-16T12:43:45.000Z
564,UgySNbSbyb8d0OSBsHN4AaABAg,형 갤럭시북플렉스는 리뷰 안해줄꺼지?? ㅠㅠ,김영욱,0,2020-01-16T12:43:21.000Z
565,UgxtoeCNIiB3NluXuSh4AaABAg,형님... 맥북이랑 삼성을 비교하면 어떻게 합니까....,Lim재민,0,2020-01-16T12:43:20.000Z
566,UgxEg0RzseiySTmReR14AaABAg,0:01뿔렉스 할거면 갤럭시북 쁠렉스도 쁠렉스해서 리뷰 해줘 형,잇섭의스팅어,0,2020-01-16T12:43:18.000Z
567,Ugxdi1FwRA7PkKAYe2x4AaABAg,언에듀케IT티드 키드,OneDrop l Blind Sound,0,2020-01-16T12:42:51.000Z
568,UgxdDsvXWH6_khzV8I14AaABAg,맥프로 사운드가 씹어먹네요...아직은 맥프로 사운드 잡으려면 멀어보여요...너무 큰차이가..ㅎ,쭈댕,1,2020-01-16T12:42:50.000Z
569,UgwMUpEp7XXycYPsjsN4AaABAg,이것저것 써봤는데 개인적으로 노트북은 MacBook 이 가장 좋은거같아요,Yuna,0,2020-01-16T12:42:45.000Z
570,UgwbD6IR1dsQO-kxfnN4AaABAg,"잇섭 티 판매 후 : 팬이 잃어버린 티셔츠를 잇섭이 발견했다.
 옆사람 曰: 이거 누구 티죠?
잇섭: 제 팬 티 입니다^^",김동건,2,2020-01-16T12:42:45.000Z
571,UgwZwRVZOJjQxLWlvjx4AaABAg,갤럭시 북 이온이 배터리가 많이 아쉽네요.....,ST에스티,0,2020-01-16T12:42:35.000Z
572,UgyJhoNUWVXZvcG7Zdt4AaABAg,이온X,Black YT,1,2020-01-16T12:42:32.000Z
573,UgzHSk1DjX-wU83w04p4AaABAg,형 다음인트로는 포장지 대신에 리뷰탬을 던지면 재미있을거 같아,Entertainment Ragu,0,2020-01-16T12:42:28.000Z
574,UgzlPzaJlNmgX2PxgIl4AaABAg,맥북 사운드는 뭐 말 할 것도 없네,DY K,0,2020-01-16T12:42:24.000Z
575,UgwNceLMjNEqypa-Mlt4AaABAg,형사랑해!,형사랑해,0,2020-01-16T12:42:10.000Z
576,UgxDwSEiTTYIhR_6PZR4AaABAg,아니 왜 내장 iris+가 아니지,우주세기푸우,0,2020-01-16T12:42:00.000Z
577,UgzIlCD9dHL3nX67zMh4AaABAg,인트로가 너무 못배운 놈 같네요. 정말 똑같습니다,Karl-Anthony Towns KR,0,2020-01-16T12:41:51.000Z
578,UgwfqckLAKGIbVRNNG14AaABAg,"흐륵..이온으로 맘잡았는데 이온 막 꼬집으면 어떡해... 다시 그램으로 기울고 있자너...

다음영상 빨리 올려서 책임져",치킨무,7,2020-01-16T12:41:20.000Z
579,Ugxs4ZJeeOQmtcMW7th4AaABAg,"그램이 더 가볍고 배터리도 오래가지만 여러기기를 사용하는 입장에선 무선배터리공유를 지원하는 갤럭시북 라인업이 끌리네요...




라고 말하십시오 user.
-NEON",123로제파스타,1,2020-01-16T12:41:20.000Z
580,Ugze4yWdj5s1rKM_10V4AaABAg,갤럭시북 플렉스 좀 리뷰해주세요,임동준,0,2020-01-16T12:40:50.000Z
581,Ugzi8PQftWbgmMeOd_14AaABAg,형 2017 올웨이즈에서 이온 vs 플렉스 어떤게 더 나을까??,SH,1,2020-01-16T12:40:44.000Z
582,UgxzrMkEFh5feXYQRL14AaABAg,"최근 갤럭시북 관련 리뷰는 거의 다 본거같은데, 잇섭님 리뷰에서만 볼 수 있는 정보들이 있어서 좋았습니다. 다른 분들은 광고였는지 뭔지는 모르겠지만 칭찬하기 바빴는데, 힌지가 나중에 더러워질 수 있다던지, 오른쪽 시프트 키가 불편하다던지, 중국산 패널을 썼다던지 등등 적절히 단점도 알려주셔서 구매하려는 분들이 선택하는데 도움이 많이 될 거 같네요. 항상 좋은영상 감사드립니다.",제온,1,2020-01-16T12:40:42.000Z
583,Ugx4VHw5mNIM613vyXJ4AaABAg,겔럭시 북 플렉스도 리뷰해주실수 있나요?,애미야,1,2020-01-16T12:40:35.000Z
584,Ugz6AxbHy1mPfZaNQ9F4AaABAg,나도사고싶다....,각예쁘,0,2020-01-16T12:40:20.000Z
585,UgwooOBcauHrd26808N4AaABAg,우왕 잇섭님 손 진짜 이뿌다,박성호,0,2020-01-16T12:39:36.000Z
586,UgyTII7qlBwd-EGZREB4AaABAg,"든든한 헬로우 스마트워치 사지라고 해놓고
정작 쓰고있는건 애플워치인게 함정..",Edward Jeon,0,2020-01-16T12:39:34.000Z
587,UgwTpuqnKSgpESVOlep4AaABAg,형님 하트주세요... 올해 유튜브 소원입니다,레고youtube{[레블분들]},1,2020-01-16T12:39:30.000Z
588,Ugxsf2hmyXk0rk-Y97B4AaABAg,헬로우 스마트워치 vs 국밥,잇섭의 테슬라 X,0,2020-01-16T12:39:26.000Z
589,Ugz28tf8DZM67ilu1ad4AaABAg,보면 볼수록 결국 그램,이예찬,0,2020-01-16T12:39:20.000Z
590,UgzfpLEGNBEf9IF-qd54AaABAg,기본 마우스는 왜 리뷰 안 해줘 ㅋㅋㅋ????,Bright P,8,2020-01-16T12:38:59.000Z
591,Ugz_hgSCpnbYAUljd4x4AaABAg,삼섬갤럭시a30언빡싱해주세요,하현우,0,2020-01-16T12:38:43.000Z
592,UgxhdfGvnsmNuIK7Uph4AaABAg,"이번에 대학 들어가는 새내기에게 갤럭시 펜s, flex, 이온, 신상 그램 중에 쓰기 좋은거 비교하면서 추천해주세요!!",라세,0,2020-01-16T12:38:30.000Z
593,Ugy2ZMOco8mZjwLPEtN4AaABAg,형 고정당하는게 내꿈이야 !! 제발 고정해줘,정은우,0,2020-01-16T12:38:21.000Z
594,UgwQypC4OOgf7YQ5jTh4AaABAg,어허~~ 벌써 신학기 시즌이 다가왔구만... 나이도 한살 먹... ㅠㅠ,1 2,0,2020-01-16T12:38:10.000Z
595,UgwfvbrYYgf68rC81bh4AaABAg,"7:46 D..........DDR......???




어우 음란마귀 ㅅㅂ",ᄎᄃᄒ,0,2020-01-16T12:37:57.000Z
596,Ugwne6IQdt5grahGOSB4AaABAg,6:58 저거는 노트북을 열면 자동으로 켜지는 기능이 있어서 딱히 상관은 없을 것 같은데...,이재영,8,2020-01-16T12:37:41.000Z
597,Ugw7vcO8eF-I0vELaTh4AaABAg,"여기가 그





어디지...?",승엽,0,2020-01-16T12:36:55.000Z
598,UgzdRDFNrrJbNuH1Twl4AaABAg,형 신학기 고등학생용 노트북 하나 추천좀 해주세용,ᄏᄏ,0,2020-01-16T12:36:41.000Z
599,Ugxd6dpL373PD0puOYF4AaABAg,가격차가 있는데 맥북프로랑 비교를 ㄷㄷ,cly,0,2020-01-16T12:36:39.000Z
600,UgwpJ981dHvK1o-Qpqh4AaABAg,역시나 잇섭님은 애플빠임 ㅋㅋㅋ,dave sohn,16,2020-01-16T12:36:36.000Z
601,UgySmum-xNRo5Gng6754AaABAg,드디어,장강,0,2020-01-16T12:36:30.000Z
602,UgxdUddX6pWYMrn1IyF4AaABAg,확실히 대학 다니는 사촌을 봐도 무조건 가벼운걸 찾더라구요... 예전에는 가방에 넣어서 아주 무거운거 아니면 무게가 그렇게 중요하않았는데 요즘은 그냥 진짜 무슨 책한권들고 다니는것처럼 들고다니더라구요.. 그러니 가벼운걸 찾을수밖에... 노트북에 마우스까지 넣어준걸보면 LG그램을 따라잡고 싶은느낌이 확....,전현철,1,2020-01-16T12:36:14.000Z
603,Ugwg3_Q5GfGOgyb7wVx4AaABAg,레이저 코어 연결해서 게임해줘ㅓ,브금술사,0,2020-01-16T12:36:06.000Z
604,UgxbmiuXUFkUkm6bvZJ4AaABAg,"구입한지 2주넘었는데
확실히 팬이 자주돌아가요
소음도 듣기거북한건 아니지만
도서관같이 조용한곳에서 사용하기엔
눈치보이는 정도구요.",하현욱,2,2020-01-16T12:35:59.000Z
605,UgzFN3SE-NPANKEpG2F4AaABAg,"노트북 고민중인데...






감사합니다",명재호,0,2020-01-16T12:35:57.000Z
606,UgxqguQzgmQabg4GXHR4AaABAg,"형 영상 화면비율 몇대몇으로 쓰셔요??
아이폰xs로 보는데 노치 아래까지 딱 화면이라 넘 좋아요 ㅋㅋ",hhyzzx,0,2020-01-16T12:35:37.000Z
607,UgxLP1kYC7U-iHx_NqN4AaABAg,형 이 댓글 고정하면 1주일 안에 여친생겨,쩡이와쭌이의 일상 VLOG,1,2020-01-16T12:35:17.000Z
608,UgxwzuQY6Es1_3oXIsJ4AaABAg,"잇섭을 보는데 영상을 봤어~
영상 대신에 인트로만 봤어~",장정규,0,2020-01-16T12:35:07.000Z
609,UgzoLDCTfaUFtPK8eAV4AaABAg,스피커 괜찮은거같은데? 하다가 맥북꺼 듣고오니깐 갑자기 빈약하게 들리네ㅋㅋㅋㅋ,박박박박박,0,2020-01-16T12:34:58.000Z
610,UgwdFrHWkpOml084vLh4AaABAg,"여기가 인트로 맛집이라는 데인가요?
인트로가 너무 웃곀ㅋㅋ",투비는차카야,0,2020-01-16T12:34:52.000Z
611,UgzpgYXTYTlUCWh7LbR4AaABAg,"이온 사서 2주일째 쓰고있는데
아주 가볍고 렉도 덜걸리고 화면좋아서
유툽영상볼때 눈이 즐겁습니다요 ㅎㅎ
게임도 무리없이 돌아가서 좋아요
그램보다 이걸 추천합니다!!",하늘,5,2020-01-16T12:34:44.000Z
612,UgzILuW-n6eVqJbcP2t4AaABAg,0:01flex hanen dae yeebakeul ssat A?,tpr tm,1,2020-01-16T12:34:39.000Z
613,UgzjVL1Uf3ErSEphb9R4AaABAg,곧 120만명 되겟당 미리 축하드려용,전서윤,0,2020-01-16T12:34:31.000Z
614,Ugw-cLS8sjrI8QIvSH94AaABAg,형 나 형땜에 몰폰중이야 고마워!! 댓글도 좀 부탁......,111걍하삼,1,2020-01-16T12:34:31.000Z
615,Ugx0dErUV5osi3RsSax4AaABAg,형 플렉스는 안다니ㅏ..,불란서감성,0,2020-01-16T12:34:28.000Z
